지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
남해 지방청,울산,2022-07-17,월요일,기타익수,항포구,부산광역시,타인부주의,없음
동해 지방청,동해,2022-07-18,화요일,수상레저익수,해안가,강원도,부주의,없음
서해 지방청,목포,2022-07-18,화요일,기타익수,항포구,전라남도,음주,사망사고 발생구역
제주 지방청,제주,2022-07-19,수요일,수상레저익수,항포구,제주특별자치도,음주,없음
제주 지방청,서귀포,2022-07-19,수요일,추락익수,갯바위,제주특별자치도,기상불량,연안사고 위험구역
남해 지방청,창원,2022-07-20,목요일,기타익수,항포구,경상남도,음주,사망사고 발생구역
동해 지방청,속초,2022-07-21,금요일,수중레저익수,해양,강원도,기상불량,없음
동해 지방청,울진,2022-07-23,일요일,표류,해안가,경상북도,부주의,없음
남해 지방청,통영,2022-07-23,일요일,기타익수,해안가,경상남도,부주의,없음
중부 지방청,평택,2022-07-23,일요일,기타익수,해수욕장,경기도,질병,연안사고 위험구역
동해 지방청,울진,2022-07-23,일요일,추락익수,항포구,경상북도,부주의,연안사고 다발구역
서해 지방청,군산,2022-07-23,일요일,추락익수,항포구,전라북도,부주의,연안사고 다발구역
남해 지방청,통영,2022-07-23,일요일,기타익수,해수욕장,경상남도,수영미숙,없음
동해 지방청,속초,2022-07-23,일요일,표류,해양,강원도,부주의,없음
동해 지방청,포항,2022-07-23,일요일,추락,테트라포드,경상북도,부주의,없음
동해 지방청,포항,2022-07-23,일요일,수상레저익수,해안가,경상북도,부주의,없음
동해 지방청,속초,2022-07-24,월요일,표류,해양,강원도,기상불량,없음
제주 지방청,서귀포,2022-07-24,월요일,고립,갯바위,제주특별자치도,부주의,연안사고 위험구역
동해 지방청,속초,2022-07-25,화요일,수상레저익수,해안가,강원도,부주의,없음
동해 지방청,동해,2022-07-25,화요일,기타익수,해안가,강원도,기상불량,없음
동해 지방청,포항,2022-07-25,화요일,수상레저익수,해안가,경상북도,부주의,사망사고 발생구역
제주 지방청,서귀포,2022-07-26,수요일,수중레저익수,해양,제주특별자치도,기상불량,사망사고 발생구역
중부 지방청,인천,2022-07-26,수요일,기타익수,해양,인천광역시,부주의,없음
중부 지방청,태안,2022-07-28,금요일,표류,해안가,충청남도,부주의,연안사고 다발구역
서해 지방청,여수,2022-07-28,금요일,추락익수,해안가,전라남도,타인부주의,연안사고 다발구역
중부 지방청,태안,2022-07-28,금요일,추락익수,항포구,충청남도,음주,사망사고 발생구역
서해 지방청,여수,2022-07-28,금요일,수중레저익수,해안가,전라남도,부주의,없음
서해 지방청,완도,2022-07-29,토요일,기타익수,해수욕장,전라남도,부주의,연안사고 위험구역
남해 지방청,부산,2022-07-29,토요일,추락익수,해안가,부산광역시,음주,사망사고 발생구역
동해 지방청,울진,2022-07-29,토요일,추락,테트라포드,경상북도,부주의,연안사고 다발구역
중부 지방청,보령,2022-07-30,일요일,고립,갯벌,충청남도,조석 미인지,연안사고 다발구역
서해 지방청,여수,2022-07-30,일요일,추락익수,항포구,전라남도,부주의,사망사고 발생구역
동해 지방청,동해,2022-07-31,월요일,수상레저익수,해안가,경상북도,부주의,없음
동해 지방청,속초,2022-07-31,월요일,수상레저익수,해수욕장,강원도,음주,없음
서해 지방청,목포,2022-07-31,월요일,기타익수,해수욕장,전라남도,안전미준수,연안사고 위험구역
중부 지방청,보령,2022-08-01,화요일,기타,해수욕장,충청남도,질병,연안사고 다발구역
서해 지방청,완도,2022-08-01,화요일,기타익수,해수욕장,전라남도,수영미숙,없음
동해 지방청,울진,2022-08-01,화요일,표류,해수욕장,경상북도,부주의,없음
서해 지방청,부안,2022-08-01,화요일,고립,갯바위,전라북도,조석 미인지,없음
제주 지방청,제주,2022-08-02,수요일,추락익수,항포구,제주특별자치도,부주의,없음
남해 지방청,울산,2022-08-03,목요일,표류,해안가,울산광역시,부주의,없음
동해 지방청,울진,2022-08-04,금요일,추락,테트라포드,경상북도,부주의,연안사고 위험구역
제주 지방청,제주,2022-08-04,금요일,수상레저익수,항포구,제주특별자치도,부주의,사망사고 발생구역
남해 지방청,통영,2022-08-05,토요일,고립,갯바위,경상남도,질병,없음
중부 지방청,인천,2022-08-05,토요일,고립,갯벌,인천광역시,부주의,연안사고 위험구역
중부 지방청,평택,2022-08-05,토요일,수상레저익수,해안가,경기도,수영미숙,연안사고 위험구역
남해 지방청,부산,2022-08-05,토요일,기타익수,해수욕장,부산광역시,수영미숙,없음
중부 지방청,태안,2022-08-06,일요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
제주 지방청,서귀포,2022-08-06,일요일,기타익수,해수욕장,제주특별자치도,부주의,없음
중부 지방청,태안,2022-08-06,일요일,수상레저익수,해수욕장,충청남도,부주의,없음
동해 지방청,울진,2022-08-06,일요일,수상레저익수,갯바위,울산광역시,부주의,없음
중부 지방청,보령,2022-08-06,일요일,추락익수,항포구,충청남도,부주의,사망사고 발생구역
동해 지방청,포항,2022-08-06,일요일,수상레저익수,해안가,경상북도,부주의,없음
제주 지방청,서귀포,2022-08-07,월요일,수중레저익수,해양,제주특별자치도,부주의,없음
동해 지방청,동해,2022-08-07,월요일,기타,항포구,강원도,부주의,없음
서해 지방청,여수,2022-08-07,월요일,추락익수,해양,전라남도,음주,없음
서해 지방청,완도,2022-08-08,화요일,추락,항포구,전라남도,부주의,없음
남해 지방청,통영,2022-08-08,화요일,기타익수,해양,경남,부주의,없음
남해 지방청,사천,2022-08-10,목요일,추락익수,항포구,경상남도,부주의,연안사고 위험구역
제주 지방청,제주,2022-08-11,금요일,수상레저익수,해양,제주특별자치도,수영미숙,사망사고 발생구역
남해 지방청,부산,2022-08-11,금요일,추락익수,항포구,부산,부주의,없음
중부 지방청,보령,2022-08-12,토요일,고립,해안가,충청남도,조석 미인지,없음
남해 지방청,통영,2022-08-12,토요일,기타익수,해안가,경남,부주의,없음
중부 지방청,태안,2022-08-12,토요일,기타익수,해수욕장,충청남도,부주의,없음
남해 지방청,사천,2022-08-13,일요일,기타익수,항포구,경상남도,부주의,없음
남해 지방청,울산,2022-08-13,일요일,기타익수,해수욕장,울산광역시,음주,없음
서해 지방청,여수,2022-08-13,일요일,기타익수,해안가,전라남도,부주의,없음
서해 지방청,부안,2022-08-13,일요일,고립,갯바위,전라북도,조석 미인지,없음
중부 지방청,인천,2022-08-14,월요일,기타익수,해양,인천광역시,음주,없음
중부 지방청,인천,2022-08-14,월요일,고립,갯바위,인천광역시,낚시,없음
남해 지방청,창원,2022-08-14,월요일,수상레저익수,해양,부산광역시,안전미준수,연안사고 위험구역
동해 지방청,포항,2022-08-14,월요일,표류,해안가,경상북도,부주의,없음
제주 지방청,제주,2022-08-15,화요일,수중레저익수,갯바위,제주특별자치도,부주의,없음
서해 지방청,여수,2022-08-15,화요일,추락익수,방파제,전라남도,부주의,연안사고 다발구역
남해 지방청,부산,2022-08-15,화요일,기타익수,해안가,부산광역시,기상불량,없음
서해 지방청,목포,2022-08-15,화요일,기타익수,해수욕장,전라남도,부주의,연안사고 위험구역
동해 지방청,속초,2022-08-16,수요일,표류,해양,강원도,부주의,없음
서해 지방청,여수,2022-08-16,수요일,추락익수,갯바위,전라남도,부주의,연안사고 위험구역
중부 지방청,인천,2022-08-17,목요일,고립,해안가,인천광역시,조석 미인지,없음
제주 지방청,서귀포,2022-08-18,금요일,기타익수,해안가,제주특별자치도,부주의,없음
서해 지방청,여수,2022-08-18,금요일,수상레저익수,항포구,전라남도,안전미준수,사망사고 발생구역
제주 지방청,제주,2022-08-20,일요일,수상레저익수,항포구,제주특별자치도,부주의,사망사고 발생구역
서해 지방청,군산,2022-08-20,일요일,표류,해양,전라북도,부주의,없음
동해 지방청,속초,2022-08-20,일요일,수상레저익수,해수욕장,강원도,부주의,없음
동해 지방청,동해,2022-08-22,화요일,수중레저익수,해양,경상북도,부주의,없음
동해 지방청,속초,2022-08-22,화요일,추락,테트라포드,강원도,부주의,연안사고 위험구역
제주 지방청,제주,2022-08-23,수요일,기타익수,항포구,제주특별자치도,음주,없음
남해 지방청,통영,2022-08-23,수요일,기타익수,해안가,경상남도,부주의,없음
중부 지방청,인천,2022-08-25,금요일,추락익수,항포구,인천광역시,안전미준수,사망사고 발생구역
남해 지방청,창원,2022-08-25,금요일,기타익수,해안가,경상남도,부주의,없음
제주 지방청,제주,2022-08-26,토요일,수상레저익수,해양,제주특별자치도,부주의,없음
동해 지방청,속초,2022-08-27,일요일,수상레저익수,해양,강원도,부주의,없음
중부 지방청,평택,2022-08-27,일요일,고립,갯바위,경기도,조석 미인지,없음
중부 지방청,인천,2022-08-29,화요일,고립,갯바위,인천광역시,부주의,없음
남해 지방청,통영,2022-08-29,화요일,기타익수,해안가,경상남도,부주의,없음
동해 지방청,속초,2022-08-31,목요일,기타익수,해양,강원도,수영미숙,없음
중부 지방청,인천,2022-08-31,목요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
동해 지방청,동해,2022-09-01,금요일,수상레저익수,해안가,강원도,부주의,없음
남해 지방청,울산,2022-09-01,금요일,추락익수,항포구,부산광역시,음주,없음
동해 지방청,동해,2022-09-02,토요일,표류,해안가,강원도,부주의,연안사고 위험구역
중부 지방청,인천,2022-09-03,일요일,기타익수,해양,인천광역시,부주의,연안사고 다발구역
중부 지방청,인천,2022-09-03,일요일,기타익수,해안가,인천광역시,부주의,연안사고 다발구역
서해 지방청,부안,2022-09-03,일요일,고립,해안가,전라북도,조석 미인지,연안사고 다발구역
중부 지방청,보령,2022-09-04,월요일,추락익수,항포구,충청남도,부주의,연안사고 위험구역
남해 지방청,창원,2022-09-04,월요일,기타익수,갯바위,경상남도,부주의,없음
서해 지방청,군산,2022-09-04,월요일,추락익수,항포구,전라북도,부주의,없음
동해 지방청,속초,2022-09-06,수요일,수상레저익수,해양,강원도,부주의,없음
남해 지방청,부산,2022-09-07,목요일,수상레저익수,해양,부산시,부주의,없음
남해 지방청,울산,2022-09-10,일요일,기타익수,해안가,울산광역시,안전미준수,없음
제주 지방청,서귀포,2022-09-10,일요일,고립,갯바위,제주특별자치도,부주의,사망사고 발생구역
중부 지방청,인천,2022-09-10,일요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
중부 지방청,보령,2022-09-10,일요일,고립,무인도서,충청남도,부주의,연안사고 위험구역
중부 지방청,인천,2022-09-10,일요일,고립,갯벌,인천광역시,조석 미인지,사망사고 발생구역
중부 지방청,태안,2022-09-10,일요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
중부 지방청,인천,2022-09-10,일요일,고립,항포구,인천광역시,부주의,없음
중부 지방청,태안,2022-09-10,일요일,고립,갯바위,충청남도,낚시,없음
동해 지방청,포항,2022-09-10,일요일,수상레저익수,해안가,경상북도,부주의,없음
서해 지방청,군산,2022-09-11,월요일,고립,무인도서,전라북도,조석 미인지,연안사고 위험구역
