지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
서해 지방청,군산,2017-11-30,금요일,추락익수,항포구,전라북도,부주의,없음
서해 지방청,완도,2017-12-01,토요일,수중산업익수,해양,전라남도,부주의,없음
동해 지방청,동해,2017-12-02,일요일,추락,갯바위,강원도,음주,없음
동해 지방청,동해,2017-12-02,일요일,추락,방파제,강원도,부주의,없음
중부 지방청,태안,2017-12-02,일요일,고립,갯바위,충청남도,조석 미인지,없음
서해 지방청,목포,2017-12-02,일요일,기타익수,방파제,전라남도,안전미준수,없음
서해 지방청,완도,2017-12-02,일요일,추락익수,방파제,전라남도,부주의,없음
제주 지방청,제주,2017-12-03,월요일,고립,해안가,제주특별자치도,조석 미인지,없음
남해 지방청,창원,2017-12-06,목요일,추락익수,해안가,경상남도,부주의,없음
동해 지방청,동해,2017-12-06,목요일,추락익수,방파제,강원도,안전미준수,없음
제주 지방청,서귀포,2017-12-07,금요일,고립,갯바위,제주특별자치도,해양장애물,없음
남해 지방청,통영,2017-12-08,토요일,기타익수,항포구,경상남도,부주의,없음
남해 지방청,통영,2017-12-09,일요일,추락,방파제,경상남도,음주,없음
동해 지방청,포항,2017-12-11,화요일,추락익수,항포구,경상북도,부주의,없음
제주 지방청,제주,2017-12-11,화요일,추락익수,항포구,제주특별자치도,부주의,없음
서해 지방청,여수,2017-12-12,수요일,추락익수,항포구,전라남도,음주,없음
남해 지방청,통영,2017-12-15,토요일,추락,기타,경상남도,부주의,없음
중부 지방청,평택,2017-12-17,월요일,고립,갯벌,충청남도,부주의,없음
중부 지방청,인천,2017-12-18,화요일,고립,무인도서,인천광역시,조석 미인지,없음
동해 지방청,울진,2017-12-19,수요일,추락익수,갯바위,경상북도,안전미준수,없음
서해 지방청,여수,2017-12-21,금요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,인천,2017-12-23,일요일,추락,갯벌,인천광역시,음주,없음
서해 지방청,목포,2017-12-23,일요일,고립,해안가,전라남도,부주의,없음
제주 지방청,제주,2017-12-24,월요일,추락익수,기타,제주특별자치도,음주,없음
남해 지방청,통영,2017-12-28,금요일,추락,항포구,경상남도,운전 부주의,없음
동해 지방청,동해,2017-12-31,월요일,추락익수,방파제,강원도,부주의,없음
남해 지방청,울산,2018-01-01,화요일,추락,테트라포드,부산광역시,부주의,없음
중부 지방청,인천,2018-01-01,화요일,고립,해안가,인천광역시,조석 미인지,없음
중부 지방청,보령,2018-01-03,목요일,고립,갯벌,충청남도,운전 부주의,없음
동해 지방청,울진,2018-01-03,목요일,추락익수,갯바위,경상북도,부주의,없음
남해 지방청,창원,2018-01-06,일요일,수상레저익수,갯바위,부산광역시,부주의,없음
제주 지방청,서귀포,2018-01-07,월요일,고립,테트라포드,제주특별자치도,안전미준수,없음
남해 지방청,통영,2018-01-08,화요일,추락익수,항포구,경상남도,부주의,없음
서해 지방청,군산,2018-01-08,화요일,고립,무인도서,전라북도,조석 미인지,없음
서해 지방청,여수,2018-01-09,수요일,추락익수,항포구,전라남도,부주의,없음
제주 지방청,서귀포,2018-01-10,목요일,추락,항포구,제주특별자치도,부주의,없음
남해 지방청,부산,2018-01-10,목요일,기타익수,해안가,부산광역시,운전 부주의,없음
제주 지방청,제주,2018-01-15,화요일,추락,방파제,제주특별자치도,음주,없음
중부 지방청,태안,2018-01-15,화요일,고립익수,해안가,충청남도,부주의,없음
제주 지방청,제주,2018-01-17,목요일,추락,갯바위,제주특별자치도,부주의,없음
중부 지방청,인천,2018-01-17,목요일,고립,갯벌,인천광역시,음주,없음
남해 지방청,부산,2018-01-17,목요일,추락익수,항포구,부산광역시,부주의,없음
서해 지방청,군산,2018-01-18,금요일,추락익수,갯바위,전라북도,부주의,없음
서해 지방청,부안,2018-01-20,일요일,추락,갯바위,전라북도,부주의,없음
동해 지방청,포항,2018-01-20,일요일,추락익수,항포구,경상북도,부주의,없음
남해 지방청,창원,2018-01-20,일요일,수상레저익수,해양,경상남도,수영미숙,없음
중부 지방청,태안,2018-01-21,월요일,기타익수,해수욕장,충청남도,조석 미인지,없음
중부 지방청,태안,2018-01-21,월요일,기타익수,해수욕장,충청남도,조석 미인지,없음
제주 지방청,서귀포,2018-01-22,화요일,추락익수,항포구,제주특별자치도,부주의,없음
서해 지방청,여수,2018-01-23,수요일,추락익수,해양,전라남도,부주의,없음
남해 지방청,창원,2018-01-24,목요일,추락익수,방파제,경상남도,음주,없음
남해 지방청,통영,2018-01-24,목요일,고립,갯바위,경상남도,부주의,없음
남해 지방청,창원,2018-01-29,화요일,추락,갯바위,부산광역시,부주의,없음
서해 지방청,완도,2018-02-01,금요일,기타익수,갯벌,전라남도,부주의,없음
남해 지방청,울산,2018-02-02,토요일,추락익수,항포구,울산광역시,부주의,없음
서해 지방청,완도,2018-02-02,토요일,추락익수,항포구,전라남도,음주,없음
중부 지방청,인천,2018-02-04,월요일,고립,무인도서,인천광역시,조석 미인지,없음
서해 지방청,여수,2018-02-05,화요일,추락익수,항포구,전라남도,부주의,없음
서해 지방청,목포,2018-02-07,목요일,추락익수,항포구,전라남도,부주의,없음
서해 지방청,완도,2018-02-08,금요일,수중산업익수,해양,전라남도,부주의,없음
남해 지방청,울산,2018-02-08,금요일,추락익수,항포구,부산광역시,부주의,없음
남해 지방청,부산,2018-02-09,토요일,추락익수,항포구,부산광역시,부주의,없음
남해 지방청,울산,2018-02-09,토요일,추락,갯바위,울산광역시,부주의,없음
남해 지방청,부산,2018-02-11,월요일,수중산업익수,갯바위,부산광역시,부주의,없음
서해 지방청,여수,2018-02-11,월요일,추락익수,항포구,전라남도,부주의,없음
제주 지방청,서귀포,2018-02-12,화요일,추락익수,항포구,제주특별자치도,부주의,없음
서해 지방청,목포,2018-02-14,목요일,추락익수,항포구,전라남도,부주의,없음
남해 지방청,울산,2018-02-14,목요일,기타,해안가,부산광역시,운전 부주의,없음
동해 지방청,포항,2018-02-14,목요일,추락익수,항포구,경상북도,부주의,없음
제주 지방청,서귀포,2018-02-15,금요일,추락익수,항포구,제주특별자치도,부주의,없음
남해 지방청,창원,2018-02-17,일요일,추락익수,항포구,경상남도,음주,없음
남해 지방청,창원,2018-02-17,일요일,기타익수,해안가,부산광역시,안전미준수,없음
남해 지방청,통영,2018-02-24,일요일,추락익수,항포구,경상남도,음주,없음
남해 지방청,울산,2018-02-25,월요일,추락익수,항포구,울산광역시,음주,없음
제주 지방청,서귀포,2018-02-26,화요일,수중산업익수,해양,제주특별자치도,부주의,없음
제주 지방청,제주,2018-02-26,화요일,추락익수,항포구,제주특별자치도,안전미준수,없음
중부 지방청,인천,2018-02-26,화요일,기타익수,해안가,인천광역시,음주,없음
제주 지방청,제주,2018-02-27,수요일,추락익수,항포구,제주특별자치도,음주,없음
남해 지방청,부산,2018-02-27,수요일,추락익수,항포구,부산광역시,부주의,없음
남해 지방청,창원,2018-02-27,수요일,수중산업익수,해양,부산광역시,부주의,없음
서해 지방청,부안,2018-02-28,목요일,추락익수,항포구,전라북도,부주의,없음
중부 지방청,인천,2018-02-28,목요일,기타익수,해안가,인천광역시,음주,없음
서해 지방청,여수,2018-03-01,금요일,추락익수,갯바위,전라남도,부주의,없음
서해 지방청,군산,2018-03-01,금요일,추락익수,항포구,전라북도,음주,없음
중부 지방청,태안,2018-03-03,일요일,고립,갯바위,충청남도,부주의,없음
동해 지방청,포항,2018-03-03,일요일,추락익수,항포구,경상북도,부주의,없음
남해 지방청,통영,2018-03-04,월요일,기타익수,방파제,경상남도,부주의,없음
남해 지방청,부산,2018-03-05,화요일,추락익수,항포구,부산광역시,부주의,없음
제주 지방청,서귀포,2018-03-07,목요일,추락익수,항포구,제주특별자치도,부주의,없음
동해 지방청,포항,2018-03-09,토요일,추락익수,항포구,경상북도,부주의,없음
동해 지방청,울진,2018-03-11,월요일,추락,방파제,경상북도,부주의,없음
남해 지방청,울산,2018-03-12,화요일,추락,기타,울산광역시,안전미준수,없음
동해 지방청,포항,2018-03-12,화요일,수중산업익수,항포구,경상북도,부주의,없음
제주 지방청,제주,2018-03-13,수요일,수중레저익수,해양,제주특별자치도,운전 부주의,없음
남해 지방청,부산,2018-03-14,목요일,기타익수,기타,부산광역시,음주,없음
중부 지방청,인천,2018-03-17,일요일,추락익수,항포구,경기도,음주,없음
중부 지방청,인천,2018-03-17,일요일,고립,갯바위,인천광역시,조석 미인지,없음
중부 지방청,보령,2018-03-17,일요일,기타,갯벌,충청남도,부주의,없음
남해 지방청,부산,2018-03-18,월요일,기타익수,항포구,부산광역시,부주의,없음
제주 지방청,서귀포,2018-03-19,화요일,추락익수,방파제,제주특별자치도,음주,없음
남해 지방청,창원,2018-03-19,화요일,추락,해안가,경상남도,부주의,없음
중부 지방청,태안,2018-03-20,수요일,고립,무인도서,충청남도,조석 미인지,없음
중부 지방청,태안,2018-03-20,수요일,고립,갯바위,충청남도,부주의,없음
중부 지방청,인천,2018-03-21,목요일,추락,항포구,인천광역시,부주의,없음
남해 지방청,부산,2018-03-23,토요일,추락익수,해안가,부산광역시,부주의,없음
중부 지방청,태안,2018-03-24,일요일,추락,갯바위,충청남도,부주의,없음
남해 지방청,부산,2018-03-25,월요일,고립,갯바위,부산광역시,기상불량,없음
남해 지방청,부산,2018-03-26,화요일,추락,해안가,부산광역시,음주,없음
제주 지방청,제주,2018-03-26,화요일,추락,방파제,제주특별자치도,음주,없음
서해 지방청,목포,2018-03-27,수요일,기타,해안가,전라남도,운전 부주의,없음
서해 지방청,여수,2018-03-27,수요일,기타익수,해안가,전라남도,음주,없음
서해 지방청,완도,2018-03-28,목요일,추락익수,항포구,전라남도,음주,없음
남해 지방청,창원,2018-03-28,목요일,수중레저익수,해양,경상남도,부주의,없음
동해 지방청,동해,2018-03-29,금요일,추락익수,항포구,경상북도,음주,없음
남해 지방청,부산,2018-03-29,금요일,추락익수,항포구,부산광역시,음주,없음
제주 지방청,제주,2018-03-29,금요일,추락익수,항포구,제주특별자치도,음주,없음
중부 지방청,인천,2018-03-29,금요일,고립,갯벌,인천광역시,부주의,없음
제주 지방청,제주,2018-03-29,금요일,기타익수,갯바위,제주특별자치도,음주,없음
제주 지방청,제주,2018-03-29,금요일,기타익수,해안가,제주특별자치도,음주,없음
동해 지방청,울진,2018-03-31,일요일,추락,테트라포드,경상북도,부주의,없음
제주 지방청,제주,2018-03-31,일요일,기타,갯바위,제주특별자치도,부주의,없음
남해 지방청,통영,2018-03-31,일요일,고립,갯바위,경상남도,조석 미인지,없음
중부 지방청,평택,2018-03-31,일요일,고립,갯바위,충청남도,조석 미인지,없음
서해 지방청,군산,2018-04-01,월요일,추락익수,테트라포드,전라북도,부주의,없음
남해 지방청,울산,2018-04-01,월요일,고립,테트라포드,울산광역시,부주의,없음
제주 지방청,서귀포,2018-04-02,화요일,고립,갯바위,제주특별자치도,부주의,없음
남해 지방청,부산,2018-04-02,화요일,추락익수,해안가,부산광역시,안전미준수,없음
중부 지방청,인천,2018-04-03,수요일,고립,갯벌,인천광역시,부주의,없음
남해 지방청,울산,2018-04-03,수요일,기타익수,해안가,울산광역시,운전 부주의,없음
중부 지방청,태안,2018-04-03,수요일,추락익수,항포구,충청남도,부주의,없음
중부 지방청,태안,2018-04-03,수요일,고립,갯바위,충청남도,조석 미인지,없음
남해 지방청,부산,2018-04-04,목요일,추락익수,항포구,부산광역시,운전 부주의,없음
남해 지방청,부산,2018-04-04,목요일,추락익수,항포구,부산광역시,운전 부주의,없음
동해 지방청,속초,2018-04-04,목요일,추락익수,항포구,강원도,음주,없음
남해 지방청,부산,2018-04-05,금요일,기타익수,기타,부산광역시,음주,없음
중부 지방청,평택,2018-04-06,토요일,고립익수,해안가,경기도,조석 미인지,없음
동해 지방청,울진,2018-04-07,일요일,고립,갯바위,경상북도,부주의,없음
남해 지방청,통영,2018-04-08,월요일,추락익수,항포구,경상남도,부주의,없음
서해 지방청,목포,2018-04-10,수요일,추락익수,해안가,전라남도,운전 부주의,없음
제주 지방청,제주,2018-04-10,수요일,표류,해안가,제주특별자치도,기상불량,없음
서해 지방청,목포,2018-04-11,목요일,기타익수,갯벌,전라남도,운전 부주의,없음
서해 지방청,목포,2018-04-12,금요일,고립,해안가,전라남도,조석 미인지,없음
제주 지방청,서귀포,2018-04-12,금요일,수중산업익수,해양,제주특별자치도,부주의,없음
서해 지방청,여수,2018-04-13,토요일,추락,항포구,전라남도,부주의,없음
남해 지방청,울산,2018-04-14,일요일,수상레저익수,해양,울산광역시,운전 부주의,없음
동해 지방청,포항,2018-04-14,일요일,추락익수,갯바위,경상북도,부주의,없음
중부 지방청,보령,2018-04-15,월요일,고립익수,갯벌,충청남도,조석 미인지,없음
중부 지방청,인천,2018-04-15,월요일,고립,무인도서,인천광역시,조석 미인지,없음
동해 지방청,속초,2018-04-16,화요일,추락,테트라포드,강원도,부주의,없음
중부 지방청,보령,2018-04-16,화요일,고립,갯바위,충청남도,조석 미인지,없음
남해 지방청,부산,2018-04-17,수요일,기타익수,갯바위,부산광역시,부주의,없음
동해 지방청,속초,2018-04-17,수요일,기타,해양,강원도,부주의,없음
중부 지방청,태안,2018-04-18,목요일,고립,갯바위,충청남도,조석 미인지,없음
서해 지방청,완도,2018-04-18,목요일,고립익수,갯벌,전라남도,부주의,없음
서해 지방청,군산,2018-04-20,토요일,고립,갯바위,전라북도,조석 미인지,없음
서해 지방청,완도,2018-04-21,일요일,추락익수,방파제,전라남도,부주의,없음
제주 지방청,제주,2018-04-21,일요일,기타익수,해양,제주특별자치도,안전미준수,없음
남해 지방청,울산,2018-04-22,월요일,고립,갯바위,부산광역시,조석 미인지,없음
제주 지방청,제주,2018-04-24,수요일,추락익수,항포구,제주특별자치도,부주의,없음
중부 지방청,태안,2018-04-24,수요일,기타익수,해안가,충청남도,음주,없음
동해 지방청,동해,2018-04-26,금요일,추락익수,항포구,강원도,음주,없음
중부 지방청,태안,2018-04-27,토요일,기타익수,해안가,충청남도,부주의,없음
동해 지방청,속초,2018-04-28,일요일,추락익수,항포구,강원도,부주의,없음
서해 지방청,부안,2018-04-28,일요일,고립,해안가,전라북도,조석 미인지,없음
중부 지방청,인천,2018-04-28,일요일,기타익수,항포구,인천광역시,음주,없음
제주 지방청,서귀포,2018-04-28,일요일,기타익수,해양,제주특별자치도,운전 부주의,없음
중부 지방청,평택,2018-04-29,월요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,인천,2018-04-29,월요일,고립,갯바위,인천광역시,조석 미인지,없음
중부 지방청,태안,2018-04-29,월요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,평택,2018-04-29,월요일,고립,갯바위,경기도,조석 미인지,없음
중부 지방청,인천,2018-04-30,화요일,기타,갯벌,인천광역시,기상불량,없음
서해 지방청,부안,2018-04-30,화요일,고립,갯바위,전라북도,조석 미인지,없음
동해 지방청,속초,2018-04-30,화요일,기타,방파제,강원도,부주의,없음
동해 지방청,속초,2018-05-01,수요일,추락,해안가,강원도,음주,없음
동해 지방청,동해,2018-05-01,수요일,추락익수,테트라포드,강원도,부주의,없음
서해 지방청,목포,2018-05-01,수요일,고립,무인도서,전라남도,부주의,없음
제주 지방청,제주,2018-05-01,수요일,고립,해안가,제주특별자치도,조석 미인지,없음
동해 지방청,동해,2018-05-02,목요일,기타익수,해양,강원도,안전미준수,없음
서해 지방청,부안,2018-05-03,금요일,고립,갯벌,전라북도,조석 미인지,없음
중부 지방청,보령,2018-05-03,금요일,추락,해안가,충청남도,부주의,없음
남해 지방청,부산,2018-05-03,금요일,추락익수,해안가,부산광역시,안전미준수,없음
제주 지방청,서귀포,2018-05-05,일요일,추락,테트라포드,제주특별자치도,부주의,없음
동해 지방청,동해,2018-05-05,일요일,표류,해양,강원도,수영미숙,없음
남해 지방청,창원,2018-05-06,월요일,수상레저익수,해안가,경상남도,음주,없음
남해 지방청,부산,2018-05-09,목요일,기타익수,항포구,부산광역시,음주,없음
서해 지방청,목포,2018-05-09,목요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,보령,2018-05-09,목요일,추락,해안가,충청남도,부주의,없음
남해 지방청,통영,2018-05-10,금요일,추락익수,방파제,경상남도,음주,없음
제주 지방청,제주,2018-05-10,금요일,표류,해양,제주특별자치도,부주의,없음
남해 지방청,통영,2018-05-10,금요일,수중산업익수,해양,경상남도,안전미준수,없음
서해 지방청,완도,2018-05-11,토요일,고립익수,갯벌,전라남도,조석 미인지,없음
동해 지방청,속초,2018-05-12,일요일,추락익수,항포구,강원도,부주의,없음
남해 지방청,통영,2018-05-12,일요일,추락익수,항포구,경상남도,음주,없음
제주 지방청,제주,2018-05-12,일요일,표류,해안가,제주특별자치도,기상불량,없음
중부 지방청,평택,2018-05-13,월요일,고립,갯바위,경기도,조석 미인지,없음
남해 지방청,통영,2018-05-14,화요일,추락익수,해안가,경상남도,부주의,없음
서해 지방청,부안,2018-05-15,수요일,고립,갯바위,전라북도,조석 미인지,없음
서해 지방청,목포,2018-05-15,수요일,고립,무인도서,전라남도,부주의,없음
남해 지방청,통영,2018-05-15,수요일,추락익수,항포구,경상남도,부주의,없음
중부 지방청,태안,2018-05-15,수요일,표류,항포구,충청남도,조석 미인지,없음
서해 지방청,목포,2018-05-16,목요일,고립,무인도서,전라남도,조석 미인지,없음
중부 지방청,태안,2018-05-17,금요일,고립익수,해안가,충청남도,조석 미인지,없음
제주 지방청,제주,2018-05-18,토요일,기타익수,해양,제주특별자치도,부주의,없음
중부 지방청,인천,2018-05-19,일요일,고립,갯벌,인천광역시,조석 미인지,없음
중부 지방청,인천,2018-05-19,일요일,고립,갯바위,인천광역시,조석 미인지,없음
중부 지방청,태안,2018-05-19,일요일,고립,갯바위,충청남도,조석 미인지,없음
제주 지방청,제주,2018-05-19,일요일,고립,갯바위,제주특별자치도,부주의,없음
중부 지방청,인천,2018-05-19,일요일,고립익수,해안가,인천광역시,조석 미인지,없음
서해 지방청,목포,2018-05-19,일요일,기타,항포구,전라남도,부주의,없음
서해 지방청,부안,2018-05-21,화요일,추락익수,항포구,전라북도,음주,없음
서해 지방청,완도,2018-05-21,화요일,추락익수,갯바위,전라남도,부주의,없음
남해 지방청,울산,2018-05-21,화요일,추락익수,항포구,울산광역시,음주,없음
제주 지방청,서귀포,2018-05-21,화요일,기타익수,해안가,제주특별자치도,부주의,없음
서해 지방청,목포,2018-05-23,목요일,기타익수,갯벌,전라남도,운전 부주의,없음
동해 지방청,포항,2018-05-24,금요일,추락익수,테트라포드,경상북도,부주의,없음
남해 지방청,창원,2018-05-24,금요일,고립,갯바위,경상남도,조석 미인지,없음
제주 지방청,서귀포,2018-05-24,금요일,추락,방파제,제주특별자치도,부주의,없음
서해 지방청,여수,2018-05-24,금요일,표류,해안가,전라남도,부주의,없음
남해 지방청,통영,2018-05-24,금요일,추락,테트라포드,경상남도,부주의,없음
제주 지방청,제주,2018-05-25,토요일,기타익수,방파제,제주특별자치도,음주,없음
제주 지방청,서귀포,2018-05-26,일요일,고립,갯바위,제주특별자치도,조석 미인지,없음
서해 지방청,여수,2018-05-26,일요일,추락익수,항포구,전라남도,음주,없음
중부 지방청,태안,2018-05-26,일요일,고립,갯벌,충청남도,부주의,없음
동해 지방청,속초,2018-05-26,일요일,수상레저익수,해양,강원도,부주의,없음
중부 지방청,보령,2018-05-27,월요일,고립익수,갯벌,충청남도,조석 미인지,없음
동해 지방청,포항,2018-05-27,월요일,수중레저익수,해양,경상북도,부주의,없음
남해 지방청,통영,2018-05-27,월요일,수중레저익수,해안가,경상남도,안전미준수,없음
중부 지방청,태안,2018-05-27,월요일,고립,무인도서,충청남도,부주의,없음
중부 지방청,태안,2018-05-27,월요일,기타,기타,충청남도,부주의,없음
남해 지방청,통영,2018-05-28,화요일,추락익수,항포구,경상남도,음주,없음
제주 지방청,서귀포,2018-05-29,수요일,추락,테트라포드,제주특별자치도,부주의,없음
중부 지방청,태안,2018-05-29,수요일,기타익수,해안가,충청남도,부주의,없음
제주 지방청,서귀포,2018-05-31,금요일,표류,무인도서,제주특별자치도,부주의,없음
서해 지방청,목포,2018-06-01,토요일,추락익수,항포구,전라남도,음주,없음
중부 지방청,태안,2018-06-01,토요일,기타,항포구,충청남도,부주의,없음
서해 지방청,목포,2018-06-01,토요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,태안,2018-06-01,토요일,추락익수,항포구,충청남도,부주의,없음
동해 지방청,동해,2018-06-02,일요일,기타익수,해안가,강원도,음주,없음
동해 지방청,동해,2018-06-02,일요일,추락,테트라포드,강원도,부주의,없음
중부 지방청,평택,2018-06-02,일요일,고립,갯바위,충청남도,부주의,없음
동해 지방청,속초,2018-06-02,일요일,수중레저익수,해양,강원도,부주의,없음
서해 지방청,군산,2018-06-02,일요일,고립,갯바위,전라북도,부주의,없음
중부 지방청,태안,2018-06-03,월요일,기타,갯벌,충청남도,부주의,없음
중부 지방청,인천,2018-06-03,월요일,고립,기타,인천광역시,부주의,없음
중부 지방청,평택,2018-06-03,월요일,추락,해안가,경기도,부주의,없음
중부 지방청,인천,2018-06-04,화요일,기타익수,항포구,인천광역시,음주,없음
동해 지방청,동해,2018-06-06,목요일,수중레저익수,해양,강원도,안전미준수,없음
동해 지방청,속초,2018-06-09,일요일,수중레저익수,해양,강원도,부주의,없음
남해 지방청,통영,2018-06-09,일요일,추락익수,갯바위,경상남도,부주의,없음
서해 지방청,군산,2018-06-09,일요일,고립,갯바위,전라북도,타인부주의,없음
서해 지방청,부안,2018-06-10,월요일,기타,갯바위,전라북도,부주의,없음
제주 지방청,제주,2018-06-11,화요일,고립,갯바위,제주특별자치도,조석 미인지,없음
제주 지방청,제주,2018-06-12,수요일,수상레저익수,해양,제주특별자치도,수영미숙,없음
남해 지방청,창원,2018-06-12,수요일,추락익수,해양,부산광역시,부주의,없음
중부 지방청,태안,2018-06-13,목요일,추락,갯바위,충청남도,안전미준수,없음
중부 지방청,태안,2018-06-13,목요일,고립,갯바위,충청남도,부주의,없음
남해 지방청,울산,2018-06-13,목요일,기타익수,해안가,울산광역시,부주의,없음
서해 지방청,부안,2018-06-14,금요일,고립,기타,전라북도,부주의,없음
제주 지방청,제주,2018-06-15,토요일,수상레저익수,해안가,제주특별자치도,부주의,없음
남해 지방청,부산,2018-06-15,토요일,기타익수,기타,부산광역시,음주,없음
제주 지방청,제주,2018-06-15,토요일,수상레저익수,해안가,제주특별자치도,부주의,없음
제주 지방청,제주,2018-06-15,토요일,수상레저익수,해안가,제주특별자치도,부주의,없음
남해 지방청,울산,2018-06-16,일요일,기타익수,항포구,울산광역시,부주의,없음
중부 지방청,인천,2018-06-16,일요일,수상레저익수,해안가,인천광역시,부주의,없음
동해 지방청,포항,2018-06-16,일요일,추락익수,항포구,경상북도,음주,없음
서해 지방청,여수,2018-06-16,일요일,기타익수,해양,전라남도,부주의,없음
서해 지방청,목포,2018-06-17,월요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,인천,2018-06-17,월요일,고립,갯바위,인천광역시,조석 미인지,없음
남해 지방청,울산,2018-06-18,화요일,추락익수,항포구,울산광역시,부주의,없음
서해 지방청,군산,2018-06-19,수요일,추락,테트라포드,전라북도,음주,없음
중부 지방청,인천,2018-06-19,수요일,수중산업익수,해양,인천광역시,부주의,없음
중부 지방청,태안,2018-06-20,목요일,추락익수,항포구,충청남도,부주의,없음
제주 지방청,제주,2018-06-20,목요일,기타익수,항포구,제주특별자치도,음주,없음
제주 지방청,서귀포,2018-06-21,금요일,표류,해안가,제주특별자치도,부주의,없음
제주 지방청,서귀포,2018-06-21,금요일,고립,기타,제주특별자치도,기상불량,없음
제주 지방청,제주,2018-06-22,토요일,수상레저익수,방파제,제주특별자치도,부주의,없음
남해 지방청,부산,2018-06-23,일요일,기타익수,해안가,부산광역시,운전 부주의,없음
중부 지방청,태안,2018-06-23,일요일,표류,해안가,충청남도,부주의,없음
남해 지방청,부산,2018-06-23,일요일,기타익수,해양,부산광역시,질병,없음
남해 지방청,울산,2018-06-23,일요일,추락익수,항포구,울산광역시,부주의,없음
제주 지방청,서귀포,2018-06-23,일요일,수중산업익수,해안가,제주특별자치도,부주의,없음
남해 지방청,부산,2018-06-23,일요일,기타익수,항포구,부산광역시,부주의,없음
남해 지방청,창원,2018-06-24,월요일,추락익수,해안가,경상남도,음주,없음
남해 지방청,창원,2018-06-24,월요일,기타익수,항포구,경상남도,음주,없음
제주 지방청,서귀포,2018-06-24,월요일,고립,갯바위,제주특별자치도,기상불량,없음
제주 지방청,서귀포,2018-06-25,화요일,수상레저익수,해안가,제주특별자치도,기상불량,없음
남해 지방청,울산,2018-06-25,화요일,추락익수,항포구,부산광역시,부주의,없음
서해 지방청,군산,2018-06-25,화요일,추락,방파제,전라북도,부주의,없음
서해 지방청,군산,2018-06-26,수요일,고립,갯바위,전라북도,부주의,없음
중부 지방청,인천,2018-06-29,토요일,고립,갯바위,인천광역시,부주의,없음
제주 지방청,서귀포,2018-06-29,토요일,추락익수,항포구,제주특별자치도,부주의,없음
서해 지방청,여수,2018-06-29,토요일,고립,갯벌,전라남도,부주의,없음
중부 지방청,보령,2018-06-30,일요일,고립,갯벌,충청남도,부주의,없음
동해 지방청,속초,2018-07-01,월요일,기타익수,해안가,강원도,부주의,없음
동해 지방청,동해,2018-07-01,월요일,기타익수,해양,강원도,안전미준수,없음
남해 지방청,창원,2018-07-01,월요일,추락익수,항포구,경상남도,운전 부주의,없음
동해 지방청,동해,2018-07-02,화요일,추락,갯바위,강원도,안전미준수,없음
중부 지방청,평택,2018-07-03,수요일,고립,갯바위,충청남도,조석 미인지,없음
동해 지방청,동해,2018-07-03,수요일,기타익수,해양,강원도,수영미숙,없음
동해 지방청,속초,2018-07-05,금요일,추락익수,항포구,강원도,음주,없음
남해 지방청,울산,2018-07-05,금요일,고립,갯바위,울산광역시,부주의,없음
중부 지방청,평택,2018-07-06,토요일,추락익수,항포구,경기도,부주의,없음
제주 지방청,서귀포,2018-07-06,토요일,추락익수,항포구,제주특별자치도,부주의,없음
중부 지방청,태안,2018-07-06,토요일,추락익수,항포구,충청남도,부주의,없음
중부 지방청,인천,2018-07-07,일요일,표류,해양,인천광역시,안전미준수,없음
동해 지방청,속초,2018-07-07,일요일,수상레저익수,해안가,강원도,부주의,없음
서해 지방청,목포,2018-07-07,일요일,추락익수,항포구,전라남도,부주의,없음
동해 지방청,동해,2018-07-07,일요일,기타익수,해안가,강원도,음주,없음
서해 지방청,군산,2018-07-07,일요일,고립,갯바위,전라북도,부주의,없음
동해 지방청,속초,2018-07-07,일요일,수상레저익수,해안가,강원도,부주의,없음
서해 지방청,목포,2018-07-07,일요일,수중레저익수,해양,전라남도,운전 부주의,없음
중부 지방청,보령,2018-07-08,월요일,표류,해수욕장,충청남도,수영미숙,없음
제주 지방청,서귀포,2018-07-08,월요일,고립,갯바위,제주특별자치도,조석 미인지,없음
제주 지방청,제주,2018-07-09,화요일,고립,갯바위,제주특별자치도,조석 미인지,없음
제주 지방청,제주,2018-07-09,화요일,수중산업익수,해안가,제주특별자치도,부주의,없음
서해 지방청,부안,2018-07-09,화요일,고립,해안가,전라북도,음주,없음
동해 지방청,울진,2018-07-09,화요일,추락익수,항포구,경상북도,부주의,없음
제주 지방청,서귀포,2018-07-10,수요일,추락익수,해안가,제주특별자치도,기상불량,없음
제주 지방청,제주,2018-07-10,수요일,표류,해안가,제주특별자치도,부주의,없음
중부 지방청,보령,2018-07-10,수요일,고립,갯바위,충청남도,조석 미인지,없음
제주 지방청,제주,2018-07-10,수요일,수상레저익수,해안가,제주특별자치도,부주의,없음
남해 지방청,부산,2018-07-11,목요일,수중산업익수,해안가,부산광역시,부주의,없음
동해 지방청,울진,2018-07-12,금요일,수상레저익수,해안가,경상북도,부주의,없음
